0.0900901,0.274775,0.182432,0.0945946,0.252252,0.036036,0.292793,0.164414,0.0765766,0.292793,0.018018,0.527094,0.605911,0.566502,0.605911,0.55665,0.527094,0.778325,0.652709,0.753695,0.527094,0.0862069,-1
0.222222,0.587302,0.404762,0.261905,0.587302,0.575397,0.865079,0.720238,0.690476,0.865079,0.315476,0.638514,0.722973,0.680743,0.712838,0.638514,0.182432,0.820946,0.501689,0.182432,0.618243,0.179054,-1
0.306773,0.697211,0.501992,0.697211,0.306773,0.302789,0.749004,0.525896,0.302789,0.677291,0.0239044,0.171053,0.219298,0.195175,0.219298,0.179825,0.285088,0.346491,0.315789,0.337719,0.285088,0.120614,-1
0.15655,0.408946,0.282748,0.15655,0.389776,0.201278,0.373802,0.28754,0.201278,0.357827,0.00479233,0.354651,0.465116,0.409884,0.465116,0.366279,0.523256,0.593023,0.55814,0.593023,0.569767,0.148256,-1
0.199074,0.768519,0.483796,0.226852,0.768519,0.138889,0.185185,0.162037,0.175926,0.162037,0.321759,0.619718,0.670423,0.64507,0.619718,0.670423,0.219718,0.464789,0.342254,0.219718,0.464789,0.302817,1
0.280277,0.920415,0.600346,0.280277,0.885813,0.557093,0.688581,0.622837,0.626298,0.557093,0.0224913,0.6,0.655172,0.627586,0.634483,0.655172,0.513793,1,0.756897,0.513793,0.986207,0.12931,-1
0.357895,0.392982,0.375439,0.392982,0.364912,0.378947,0.614035,0.496491,0.385965,0.378947,0.121053,0.0912698,0.460317,0.275794,0.0912698,0.281746,0.0555556,0.511905,0.28373,0.202381,0.214286,0.00793651,-1
0.416667,0.85,0.633333,0.520833,0.85,0,0.55,0.275,0,0.55,0.358333,0.513011,0.762082,0.637546,0.524164,0.695167,0.304833,0.765799,0.535316,0.390335,0.434944,0.10223,1
0.302326,0.581395,0.44186,0.302326,0.581395,0.0976744,0.516279,0.306977,0.106977,0.0976744,0.134884,0.223443,0.238095,0.230769,0.223443,0.227106,0.355311,0.772894,0.564103,0.472527,0.663004,0.333333,-1
0.0809524,0.92381,0.502381,0.52381,0.761905,0.295238,0.704762,0.5,0.4,0.295238,0.00238095,0.226115,0.773885,0.5,0.449045,0.710191,0.187898,0.815287,0.501592,0.235669,0.267516,0.00159236,1
0.319298,0.578947,0.449123,0.333333,0.508772,0.00701754,0.792982,0.4,0.0526316,0.417544,0.0491228,0.236715,0.31401,0.275362,0.31401,0.251208,0.362319,0.502415,0.432367,0.497585,0.410628,0.157005,-1
0.241379,0.471264,0.356322,0.471264,0.241379,0.318008,0.758621,0.538314,0.318008,0.758621,0.181992,0.463576,0.678808,0.571192,0.463576,0.678808,0.331126,0.774834,0.55298,0.423841,0.55298,0.0182119,-1
0.400943,0.466981,0.433962,0.466981,0.400943,0.268868,0.646226,0.457547,0.636792,0.476415,0.0235849,0.121324,0.305147,0.213235,0.121324,0.150735,0.110294,0.433824,0.272059,0.113971,0.352941,0.0588235,-1
0.324818,0.383212,0.354015,0.324818,0.361314,0.427007,0.781022,0.604015,0.525547,0.744526,0.25,0.257042,0.612676,0.434859,0.257042,0.591549,0,0.161972,0.0809859,0,0.161972,0.353873,-1
0.478102,0.868613,0.673358,0.478102,0.525547,0.547445,0.744526,0.645985,0.562044,0.689781,0.0273723,0.3663,0.849817,0.608059,0.56044,0.575092,0.274725,0.710623,0.492674,0.575092,0.274725,0.115385,-1
0.203209,0.240642,0.221925,0.203209,0.240642,0.28877,0.491979,0.390374,0.28877,0.491979,0.168449,0.413043,0.830435,0.621739,0.413043,0.717391,0.426087,0.643478,0.534783,0.426087,0.604348,0.0869565,-1
0.265116,0.44186,0.353488,0.265116,0.27907,0.204651,0.311628,0.25814,0.218605,0.302326,0.0953488,0.245,1,0.6225,0.3,0.65,0.325,0.56,0.4425,0.56,0.325,0.18,-1
0.567901,0.891975,0.729938,0.592593,0.675926,0.62963,0.848765,0.739198,0.660494,0.691358,0.00925926,0,0.101961,0.0509804,0.0431373,0.101961,0.14902,0.439216,0.294118,0.14902,0.278431,0.243137,-1
0.342466,1,0.671233,0.356164,1,0.356164,0.461187,0.408676,0.360731,0.461187,0.262557,0.75463,0.898148,0.826389,0.893519,0.75463,0.0787037,0.268519,0.173611,0.0833333,0.208333,0.652778,1
0.078125,0.304688,0.191406,0.121094,0.078125,0.4375,0.488281,0.462891,0.453125,0.453125,0.271484,0.443966,0.784483,0.614224,0.443966,0.672414,0.215517,0.801724,0.508621,0.224138,0.676724,0.105603,-1
0.39777,0.434944,0.416357,0.434944,0.434944,0.460967,0.572491,0.516729,0.527881,0.460967,0.100372,0.44086,0.731183,0.586022,0.44086,0.634409,0.401434,0.964158,0.682796,0.401434,0.734767,0.0967742,-1
0.184116,0.581227,0.382671,0.581227,0.512635,0.314079,0.422383,0.368231,0.422383,0.33574,0.0144404,0.132296,0.389105,0.2607,0.132296,0.311284,0.287938,0.871595,0.579767,0.287938,0.774319,0.319066,-1
